IdRegistro	DecisionFinal	DecisionFinal
42.529	CONTRACARGO GANADO 	CONTRACARGO GANADO 
76.852	P&G	P&G
8.692	CONTRACARGO GANADO 	CONTRACARGO GANADO 
102.459	?	CONTRACARGADO
102.371	?	P&G
49.836	PETICION COPIA DE VALE	PETICION COPIA DE VALE
90.838	DEBITO COMERCIO	DEBITO COMERCIO
104.780	?	ANULADO
101.744	?	P&G
26.769	PAGA SOCIO	PAGA SOCIO
100.392	CONTRACARGADO	CONTRACARGADO
100.630	?	P&G
97.102	CONTRACARGADO	CONTRACARGADO
97.712	CONTRACARGADO	CONTRACARGADO
100.034	?	P&G
104.231	?	ANULADO
43.782	SOCIO RECONOCE CONSUMO 	SOCIO RECONOCE CONSUMO 
90.828	SOCIO RECONOCE CONSUMO	SOCIO RECONOCE CONSUMO
2.846	CONTRACARGO GANADO 	CONTRACARGO GANADO 
92.458	DEBITO COMERCIO	DEBITO COMERCIO
99.889	?	PETICION COPIA DE VALE
103.469	?	P&G
20.478	CONTRACARGO GANADO 	CONTRACARGO GANADO 
101.813	?	PETICION COPIA DE VALE
17.251	CONTRACARGO GANADO 	CONTRACARGO GANADO 
55.742	PETICION COPIA DE VALE	PETICION COPIA DE VALE
100.529	?	P&G
102.712	?	DUPLICADO
36.218	CONTRACARGO GANADO 	CONTRACARGO GANADO 
101.748	?	P&G
104.034	?	PETICION COPIA DE VALE
100.665	?	P&G
96.237	DEBITO COMERCIO	DEBITO COMERCIO
40.450	CONTRACARGO GANADO 	CONTRACARGO GANADO 
94.785	P&G	P&G
101.368	?	P&G
35.952	CONTRACARGO GANADO 	CONTRACARGO GANADO 
92.946	DEBITO COMERCIO	DEBITO COMERCIO
103.683	?	P&G
58.356	PETICION COPIA DE VALE	PETICION COPIA DE VALE
34.051	CONTRACARGO GANADO 	CONTRACARGO GANADO 
100.826	?	DEBITO COMERCIO
95.921	PAGA SOCIO	PAGA SOCIO
101.398	?	P&G
103.109	?	CONTRACARGADO
101.749	?	P&G
99.006	CONTRACARGADO	CONTRACARGADO
99.392	?	PETICION COPIA DE VALE
102.252	?	PETICION COPIA DE VALE
99.858	?	CONTRACARGADO
103.334	SOCIO RECONOCE CONSUMO	SOCIO RECONOCE CONSUMO
103.646	?	EXCEPCION ALTO VALOR
101.558	?	P&G
100.244	?	CONTRACARGADO
104.237	?	ANULADO
65.604	P&G	P&G
38.530	CONTRACARGO GANADO 	CONTRACARGO GANADO 
2.928	CONTRACARGO GANADO 	CONTRACARGO GANADO 
89.423	PETICION COPIA DE VALE	PETICION COPIA DE VALE
94.702	?	DEBITO COMERCIO
102.778	?	DUPLICADO
13.858	CONTRACARGO GANADO 	CONTRACARGO GANADO 
14.101	NO FACTURADO	NO FACTURADO
101.375	?	P&G
101.296	?	P&G
99.973	?	PETICION COPIA DE VALE
101.294	?	P&G
102.277	?	PETICION COPIA DE VALE
101.733	?	P&G
103.837	?	P&G
100.623	?	P&G
104.202	?	SOCIO RECONOCE CONSUMO
95.759	PAGA SOCIO	PAGA SOCIO
73.157	PETICION COPIA DE VALE	PETICION COPIA DE VALE
25.095	CONTRACARGO GANADO 	CONTRACARGO GANADO 
101.719	?	P&G
1.516	CONTRACARGO GANADO 	CONTRACARGO GANADO 
27.765	DEBITO COMERCIO	DEBITO COMERCIO
104.139	?	PETICION COPIA DE VALE
90.837	DEBITO COMERCIO	DEBITO COMERCIO
100.022	CONTRACARGADO	CONTRACARGADO
7.767	NO FACTURADO	NO FACTURADO
91.159	DEBITO COMERCIO	DEBITO COMERCIO
753	CONTRACARGO GANADO 	CONTRACARGO GANADO 
22.934	DEBITO COMERCIO	DEBITO COMERCIO
100.863	?	ANULADO
102.256	?	PETICION COPIA DE VALE
91.163	PAGA SOCIO	PAGA SOCIO
100.621	?	P&G
99.534	CONTRACARGADO	CONTRACARGADO
9.418	CONTRACARGO GANADO 	CONTRACARGO GANADO 
99.066	?	PETICION COPIA DE VALE
36.366	CONTRACARGO GANADO 	CONTRACARGO GANADO 
101.925	?	P&G
100.274	?	DUPLICADO
100.241	?	PETICION COPIA DE VALE
4.597	CONTRACARGO GANADO 	CONTRACARGO GANADO 
97.766	CONTRACARGADO	CONTRACARGADO
101.845	?	PETICION COPIA DE VALE
26.573	PETICION COPIA DE VALE	PETICION COPIA DE VALE
102.781	?	DUPLICADO
102.565	?	DEBITO COMERCIO
101.725	?	P&G
103.710	?	PETICION COPIA DE VALE
100.625	?	P&G
101.369	?	P&G
101.816	?	PETICION COPIA DE VALE
26.719	CONTRACARGADO	CONTRACARGADO
102.758	?	DUPLICADO
101.553	?	P&G
27.750	PETICION COPIA DE VALE	PETICION COPIA DE VALE
89.597	PETICION COPIA DE VALE	PETICION COPIA DE VALE
102.704	?	DUPLICADO
44.015	NO FACTURADO	NO FACTURADO
92.814	DEBITO COMERCIO	DEBITO COMERCIO
101.554	?	P&G
102.777	?	DUPLICADO
102.352	?	PETICION COPIA DE VALE
40.403	CONTRACARGO GANADO 	CONTRACARGO GANADO 
99.738	?	PETICION COPIA DE VALE
89.309	PETICION COPIA DE VALE	PETICION COPIA DE VALE
100.333	CONTRACARGADO	CONTRACARGADO
101.929	?	CONTRACARGADO
104.138	?	PETICION COPIA DE VALE
101.551	?	P&G
42.243	CONTRACARGO GANADO 	CONTRACARGO GANADO 
71.020	PETICION COPIA DE VALE	PETICION COPIA DE VALE
34.990	NO FACTURADO	NO FACTURADO
42.915	CONTRACARGO GANADO 	CONTRACARGO GANADO 
103.950	?	PETICION COPIA DE VALE
100.243	?	DUPLICADO
8.705	CONTRACARGO GANADO 	CONTRACARGO GANADO 
13.923	CONTRACARGO GANADO 	CONTRACARGO GANADO 
101.487	?	PETICION COPIA DE VALE
103.895	?	CONTRACARGADO
100.628	?	P&G
90.966	DEBITO COMERCIO	DEBITO COMERCIO
101.221	?	EXCEPCION ALTO VALOR
21.282	CONTRACARGO GANADO 	CONTRACARGO GANADO 
8.355	NO FACTURADO	NO FACTURADO
101.671	?	CONTRACARGADO
103.711	?	PETICION COPIA DE VALE
101.736	?	P&G
3.788	CONTRACARGO GANADO 	CONTRACARGO GANADO 
91.742	DEBITO COMERCIO	DEBITO COMERCIO
95.679	CONTRACARGADO	CONTRACARGADO
102.255	?	PETICION COPIA DE VALE
102.469	?	CONTRACARGADO
1.502	CONTRACARGO GANADO 	CONTRACARGO GANADO 
40.402	CONTRACARGO GANADO 	CONTRACARGO GANADO 
2.077	DEBITO COMERCIO	DEBITO COMERCIO
32.707	CONTRACARGO GANADO 	CONTRACARGO GANADO 
2.505	PAGA SOCIO	PAGA SOCIO
70.580	PETICION COPIA DE VALE	PETICION COPIA DE VALE
22.443	DEBITO COMERCIO	DEBITO COMERCIO
28.571	CONTRACARGO GANADO 	CONTRACARGO GANADO 
101.392	?	P&G
14.108	NO FACTURADO	NO FACTURADO
104.794	?	PETICION COPIA DE VALE
57.619	PETICION COPIA DE VALE	PETICION COPIA DE VALE
92.922	DEBITO COMERCIO	DEBITO COMERCIO
2.920	CONTRACARGO GANADO 	CONTRACARGO GANADO 
88.897	PETICION COPIA DE VALE	PETICION COPIA DE VALE
18.825	NO FACTURADO	NO FACTURADO
28.152	NO FACTURADO	NO FACTURADO
41.210	CONTRACARGO GANADO 	CONTRACARGO GANADO 
99.414	CONTRACARGADO	CONTRACARGADO
102.464	?	CONTRACARGADO
100.386	?	PETICION COPIA DE VALE
29.448	CONTRACARGO GANADO 	CONTRACARGO GANADO 
102.458	?	CONTRACARGADO
4.465	NO FACTURADO	NO FACTURADO
102.766	?	DUPLICADO
90.543	?	PETICION COPIA DE VALE
95.920	PAGA SOCIO	PAGA SOCIO
94.602	DEBITO COMERCIO	DEBITO COMERCIO
101.359	?	P&G
97.452	CONTRACARGADO	CONTRACARGADO
104.030	?	PETICION COPIA DE VALE
100.189	?	PETICION COPIA DE VALE
104.481	?	PETICION COPIA DE VALE
100.819	?	CONTRACARGADO
102.258	?	PETICION COPIA DE VALE
103.896	?	CONTRACARGADO
101.745	?	P&G
90.753	DEBITO COMERCIO	DEBITO COMERCIO
92.648	PAGA SOCIO	PAGA SOCIO
97.773	CONTRACARGADO	CONTRACARGADO
98.151	CONTRACARGADO	CONTRACARGADO
80.974	SOCIO RECONOCE CONSUMO	SOCIO RECONOCE CONSUMO
100.326	?	PETICION COPIA DE VALE
102.451	?	CONTRACARGADO
100.821	?	CONTRACARGADO
16.497	NO FACTURADO	NO FACTURADO
90.778	DEBITO COMERCIO	DEBITO COMERCIO
10.713	CONTRACARGO GANADO 	CONTRACARGO GANADO 
101.557	?	P&G
104.173	?	PETICION COPIA DE VALE
100.280	?	PETICION COPIA DE VALE
88.899	PETICION COPIA DE VALE	PETICION COPIA DE VALE
101.754	?	P&G
22.082	DEBITO COMERCIO	DEBITO COMERCIO
42.840	CONTRACARGO GANADO 	CONTRACARGO GANADO 
11.928	CONTRACARGADO	CONTRACARGADO
101.311	?	P&G
94.640	DEBITO COMERCIO	DEBITO COMERCIO
34.530	CONTRACARGO GANADO 	CONTRACARGO GANADO 
100.629	?	P&G
101.658	?	P&G
7.664	CONTRACARGO GANADO 	CONTRACARGO GANADO 
99.603	CONTRACARGADO	CONTRACARGADO
94.783	P&G	P&G
27.666	PETICION COPIA DE VALE	PETICION COPIA DE VALE
102.705	?	DUPLICADO
10.139	NO FACTURADO	NO FACTURADO
43.724	CONTRACARGO PERDIDO 	CONTRACARGO PERDIDO 
41.546	CONTRACARGO GANADO 	CONTRACARGO GANADO 
104.759	?	ANULADO
101.395	?	P&G
99.602	CONTRACARGADO	CONTRACARGADO
94.781	DEBITO COMERCIO	DEBITO COMERCIO
5.513	CONTRACARGO GANADO 	CONTRACARGO GANADO 
103.227	?	EXCEPCION ALTO VALOR
11.023	NO FACTURADO	NO FACTURADO
99.074	?	PETICION COPIA DE VALE
65.605	P&G	P&G
26.150	DEBITO COMERCIO	DEBITO COMERCIO
103.332	SOCIO RECONOCE CONSUMO	SOCIO RECONOCE CONSUMO
23.819	DEBITO COMERCIO	DEBITO COMERCIO
1.072	CONTRACARGO GANADO 	CONTRACARGO GANADO 
90.779	DEBITO COMERCIO	DEBITO COMERCIO
11.693	CONTRACARGO GANADO 	CONTRACARGO GANADO 
102.711	?	DUPLICADO
2.934	CONTRACARGO GANADO 	CONTRACARGO GANADO 
25.983	DEBITO COMERCIO	DEBITO COMERCIO
99.484	CONTRACARGADO	CONTRACARGADO
101.456	?	PETICION COPIA DE VALE
98.493	CONTRACARGADO	CONTRACARGADO
41.319	CONTRACARGO GANADO 	CONTRACARGO GANADO 
22.957	DEBITO COMERCIO	DEBITO COMERCIO
102.719	?	DUPLICADO
11.710	CONTRACARGO GANADO 	CONTRACARGO GANADO 
36.556	NO FACTURADO	NO FACTURADO
103.864	?	DUPLICADO
86.766	PETICION COPIA DE VALE	PETICION COPIA DE VALE
100.518	?	PETICION COPIA DE VALE
30.128	CONTRACARGO GANADO 	CONTRACARGO GANADO 
100.476	?	P&G
100.664	?	P&G
2.577	ANULADO	ANULADO
22.090	PAGA SOCIO	PAGA SOCIO
92.816	DEBITO COMERCIO	DEBITO COMERCIO
38.958	CONTRACARGO GANADO 	CONTRACARGO GANADO 
93.973	DEBITO PROVEEDOR	DEBITO PROVEEDOR
2.915	CONTRACARGO GANADO 	CONTRACARGO GANADO 
10.877	CONTRACARGO GANADO 	CONTRACARGO GANADO 
21.307	CONTRACARGO GANADO 	CONTRACARGO GANADO 
92.462	DEBITO COMERCIO	DEBITO COMERCIO
26.085	DEBITO COMERCIO	DEBITO COMERCIO
104.051	?	PETICION COPIA DE VALE
12.770	CONTRACARGO GANADO 	CONTRACARGO GANADO 
8.563	CONTRACARGO GANADO 	CONTRACARGO GANADO 
99.495	?	PETICION COPIA DE VALE
40.515	CONTRACARGO GANADO 	CONTRACARGO GANADO 
6.533	NO FACTURADO	NO FACTURADO
1.544	CONTRACARGO GANADO 	CONTRACARGO GANADO 
100.666	?	P&G
2.910	CONTRACARGO GANADO 	CONTRACARGO GANADO 
24.914	CONTRACARGO GANADO 	CONTRACARGO GANADO 
13.778	CONTRACARGO GANADO 	CONTRACARGO GANADO 
100.470	?	P&G
3.776	CONTRACARGO GANADO 	CONTRACARGO GANADO 
19.737	CONTRACARGO GANADO 	CONTRACARGO GANADO 
8.492	NO FACTURADO	NO FACTURADO
103.219	?	P&G
